No;Customer;Suplier;CID ABH;CID Supplier;Type of Issue;ABH Ticket Number;Supplier Ticket Number;Status;Date/Start Time;Date/End Time;Duration;Timezone;On Duty;Root Cause;Action Taken;Chronology;Cordination To Customer;Cordination To Supplier;Status RFO Send;;;;;;
119;DCC-Huawei;ABH;NKRTL3036000;;Link Down;#20250000678;;Cancelled;;;;GMT+7;Tian;;;#20250000678 | DCC (ABH) | NKRTL3036000 | DCC report 100GE 1/0/4 port sempat interrupt pada 19:23 - 19:45 GMT+8 dan 20:22 - 20:57 GMT+8 | dari monitoring BB by Cacti terpantau BB NEU<>CYB via DCCArtamedia untuk waktu interruptnya match dengan yang dikomplain DCC | Validasi ke Internal untuk nextnya | CLOSED;Email;Email;No;;;;;;
120;ABH;IDC3D;Req Permit Access;;Request Permit Access;#20250000679;;Open;;;;;Haikal;;;;;;;;;;;;
121;Running River;ABH-CGS;202500054;EDMKABH202503048P;Link Down;#20250000680;;Closed;28/06/2025 16:15;28/06/2025 17:14;00:59:00;GMT+7;Bayu;"The link down was caused by a cable (FO) that was cut in the 
Semarang to Demak segment due to vandalism. ";"Rerouted the link to a secondary path and optimizing the primary 
path to return to normal with a cable resplice (FO). ";#20250000680 | Running River (ABH-CGS) | 202500054 | Link Down | Running river report link down pada 28/06/2025 15:00 GMT+7 | dari pengecekan CGS terjadi gangguan disisi intercity Semarang to Demak | dari monitoring terlihat link sudah kembali up pada 17:14 GMT+7 dan konfirm dari Running River juga sudah kembali up | FU RFO CGS | RFO available dan validasi | CLOSED;Email;Email;yes;;;;;;
122;DCCHW;ABH-XL;202500080-idEX-hybrid;"047C2202L1
112.215.23.122/30";Packet Loss;#20250000681;;Closed;28/06/2025 16:58;28/06/2025 23:00;06:02:00;GMT+8;Bayu;Packet loss due to impact Fiber cut section Sempaja – Tanah Merah.;Resplice the (FO) cable.;#20250000681 | DCCHW (ABH-XL) | 202500080-idEX-hybrid | Packet Loss | DCC report mengalami paket loss pada 28/06/2025 16:58 GMT+8 ke dest IP 140.213.80.234 | FU pengecekan XL | Customer konfirm resolved pada 28/06/2025 23:00 GMT+8 | FU feedback dari XL | Update dari XL bahwa packet loss impact dari Fiber cut section Sempaja – Tanah Merah | Draft IR | Validasi ke internal | CLOSED;Email;Email;yes;;;;;;
123;ABH;HSP;Neu<>IDC;I-0122-009-01;Link Down;#20250000682;PN7-BAG-XZA5;Closed;28/06/2025 17:21:25;28/06/2025 17:32:35;00:11:10;GMT+7;Tian;FO Cut fault due to bad core at 6°14'56.6 “S 106°50'34.2 ”E QR2V+94G Pancoran, South Jakarta City, Special Capital Region of Jakarta;Switch core;#20250000682 | ABH (HSP) | Link Down | NEU<>IDC | terpantau link sempat down | info dari HSP ada Bad core dan dilakukan pemindahan ke core lain | CLOSED;Email;Email;yes;;;;;;
124;OWS-ABH;XL;"AS138077
36.50.46.0/24
36.50.47.0/24
160.250.198.0/24
160.250.199.0/24";;Req. Allow & Adv. Prefix;#20250000683;;Closed;;;;GMT+7;Bayu;;;;WeChat;WeChat;No;;;;;;
125;OWS;ABH;AB22025;;Routing Issue;#20250000684;;Open;29/06/2025 20:30;;;GMT+7;Bayu;;;;Email;Email;yes;;;;;;
126;ABH;THC;Trial IPT THC VLAN 504;;BGP Down;#20250000685;;Closed;30/06/2025 4:07;30/06/2025 4:41;00:33:59;GMT+7;Tian;On several port at POP Data Center JKT. Impact QSFP Hang;Monitored UP, after replace QSFP on device port;#20250000685 | ABH (THC) | Trial IPT THC VLAN504 | BGP Down | Dari alert terpantau BGP IPT THC sempat down pada periode 30/06/2025 4:07:01 - 4:41:00 WIB | Sedang diFU ke THC untuk root causenya | Impact dari several port at POP Data Center JKT. Impact QSFP Hang dan action replaced QSFP | RFO Available | Monitor terlebih dahulu, lalu | CLOSED;Email;Email;yes;;;;;;
127;Primahome;Telkom;202.10.54.0/24;Origin AS140475;Req. Allow & Adv. Prefix;#20250000686;;Open;;;;GMT+7;Luthfi;;;;Email;Email;No;;;;;;
128;Wangsu-NEU;ABH;202300045;;Traffic Drop;#20250000687;Pro-Active;Open;;;;;Haikal;;;;;;;;;;;;
